T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
219327, -181, -518, -226, 14140, -346010, -283430
219347, -71, -415, -203, 37450, -336770, -359100
219367, -43, -409, -170, 23030, -264810, -354200
219387, -22, -455, -230, -48370, -163940, -294910
219407, -1, -420, -227, -79660, -10850, -251230
219427, -111, -333, -19, -28490, 128800, -213500
219447, -16, -284, -64, -5320, 136640, -141610
219467, -42, -256, 48, -53970, 129220, -104650
219487, -26, -369, -64, -221970, 166810, -64960
219507, -153, -707, -264, -418880, 161560, 46410
219527, -455, -1646, -675, -484050, 118090, 199220
219547, -551, -1899, -719, -396690, 50260, 327180
219567, -380, -1490, -394, -311500, 211120, 227220
219587, -335, -1517, -665, -399490, 356370, 118300
219607, -512, -1934, -799, -470820, 294770, 301000
219627, -483, -1837, -686, -391370, 350700, 350910
219647, -362, -1362, -498, -333410, 511980, 210700
219667, -342, -1223, -444, -330400, 571480, 188370
219687, -264, -1057, -350, -293860, 553210, 209510
219707, -231, -945, -272, -234080, 517370, 216720
219727, -222, -880, -286, -234500, 461440, 277410
219747, -260, -924, -214, -230790, 370300, 359870
219767, -337, -1188, -226, -158620, 241640, 408800
219787, -492, -1774, -456, -99820, 37100, 490910
219807, -685, -1998, -457, -94010, -181440, 589330
219827, -700, -1919, -471, -87290, -339920, 571760
219847, -637, -1961, -810, -87150, -582050, 421260
219867, -580, -1828, -831, 25620, -878360, 316400
219887, -551, -1615, -730, 217140, -955150, 173250
219907, -483, -1281, -528, 299880, -803950, -15190
219927, -590, -1005, -303, 358890, -658700, -191450
219947, -616, -750, -217, 337540, -629440, -333340
219967, -327, -414, -297, 168840, -660940, -487550
219987, -91, -368, -223, -53970, -625170, -642460
220007, -395, -526, 88, -189000, -426230, -695730
220027, -15, -630, -401, -285460, -167230, -568610
220047, -243, -895, -340, -522130, -151200, -408800
220067, -73, -736, -183, -469630, -73710, -253330
220087, -116, -678, -216, -280280, 16730, -170100
220107, -55, -880, -401, -357770, 131880, -87920
220127, -195, -994, -379, -468860, 222040, -27580
220147, -315, -920, -223, -413700, 290150, 53830
220167, -278, -925, -216, -356650, 248780, 175350
220187, -307, -1321, -494, -425390, 98490, 274330
220207, -383, -1811, -689, -380660, 13230, 426090
220227, -476, -1973, -620, -288750, 81410, 497560
220247, -582, -1998, -566, -327810, 204470, 525350
220267, -706, -1998, -755, -350770, 34510, 631750
220287, -854, -1998, -571, -280560, -132370, 639520
220307, -767, -1998, -325, -265930, -250600, 521500
220327, -998, -1963, -577, -273700, -573370, 395430
220347, -1178, -1532, -622, -190190, -1012060, 264810
220367, -1155, -1009, -844, -43120, -1337770, 12670
220387, -847, -557, -788, -78260, -1439130, -343980
220407, -455, -148, -492, -136500, -1331330, -643650
220427, -104, -53, -346, -273280, -1108030, -736960
220447, 8, -189, -298, -437290, -868910, -543340
220467, 16, -380, -355, -531650, -653100, -188650
220487, -200, -1123, -630, -527380, -519540, 136010
220507, -492, -1998, -1016, -518350, -361340, 457030
220527, -300, -1398, -743, -374850, -41650, 573440
220547, -296, -689, -248, -165130, 429100, 413700
220567, -436, -721, -309, -164570, 747530, 398650
220587, -735, -1586, -813, -335090, 794220, 526610
220607, -479, -884, -451, -361620, 792540, 506520
220627, -372, -571, -172, -144270, 858830, 277480
220647, -573, -905, -30, -106540, 924700, 88130
220667, -164, -454, -124, -267470, 778610, 54250
220687, -150, -610, -191, -312690, 405370, 25690
220707, -124, -322, 24, -283990, 387240, -82320
220727, -146, -387, 50, -201110, 333410, -78120
220747, -60, -456, -131, -202720, 204890, -35770
220767, -76, -565, -210, -218680, 54810, 52710
220787, -103, -726, -266, -171360, 9380, 128800
220807, -207, -932, -254, -59500, -7070, 219450
220827, -322, -1142, -308, 27930, -51590, 329770
220847, -398, -1390, -349, 10430, -73710, 394380
220867, -673, -1998, -559, -8750, -132650, 369110
220887, -971, -1998, -925, 79800, -379540, 404040
220907, -948, -1998, -857, 185990, -667590, 534100
220927, -896, -1998, -1144, 92190, -669550, 376810
220947, -912, -1998, -999, 115990, -821730, 157920
220967, -960, -1719, -1011, 253190, -1030050, 76020
220987, -697, -1336, -877, 124460, -1032780, -112630
221007, -424, -860, -532, 99820, -1042790, -518700
221027, -186, -661, -455, 71330, -835450, -504140
221047, -33, -517, -339, 6860, -560350, -420980
221067, 66, -478, -207, 28630, -300650, -325500
221087, 27, -425, -256, 39480, -102130, -116550
221107, 23, -341, -147, 28420, 42980, 11620
221127, -28, -238, -48, 22260, 199640, 91350
221147, -60, -196, -16, -56840, 264320, 186060
221167, -83, -167, 50, -145460, 250880, 258860
221187, -143, -312, -33, -279650, 201180, 310520
221207, -292, -909, -337, -474180, 146440, 346990
221227, -530, -1790, -708, -586530, 107870, 339920
221247, -281, -1083, -313, -455770, 65940, 262430
221267, -150, -654, -106, -305550, 60270, 163100
221287, -309, -1166, -416, -410130, 62930, 163310
221307, -501, -1761, -706, -516250, 8960, 246120
221327, -238, -1097, -253, -369530, -15260, 233660
221347, -459, -1407, -404, -279160, 37590, 123410
221367, -321, -1400, -624, -375480, -87360, 175210
221387, -158, -997, -369, -285040, -102690, 107800
221407, -155, -1045, -378, -65730, 9800, 5460
221427, -339, -1387, -539, 88620, 12740, 81340
221447, -579, -1595, -449, 225330, 28980, 133420
221467, -451, -1681, -444, 415590, 9730, 36260
221487, -560, -1888, -661, 476840, -142100, -56700
221507, -738, -1998, -655, 426370, -230720, -51100
221527, -582, -1891, -625, 538580, -302890, -135170
221547, -690, -1883, -720, 506870, -371700, -262010
221567, -614, -1602, -553, 422030, -425040, -330820
221587, -564, -1415, -481, 409710, -437290, -449610
221607, -408, -1194, -483, 285670, -399490, -525280
221627, -213, -852, -343, 195930, -385840, -547890
221647, -86, -573, -212, 133000, -290990, -535570
221667, 40, -263, -101, 50190, -172900, -468020
221687, 76, -77, -9, 7630, -90230, -373590
221707, 71, 105, 97, -32760, -46830, -217490
221727, 46, 190, 105, -113120, -37030, -51240
221747, -31, 139, 20, -254450, -91210, 134890
221767, -213, -213, -111, -391020, -181580, 362320
221787, -1295, -1998, -1365, -469560, -279510, 605220
221807, -561, -1765, -814, -542500, -369950, 870590
221827, 39, -306, -22, -356440, -227500, 713160
221847, 115, 108, 215, -31850, 237090, 16870
221867, -164, -397, -164, -397320, 215740, 425250
221887, -1089, -1998, -1396, -463960, 23170, 744170
221907, -263, -685, -226, -53200, 7770, 656110
221927, -148, -783, -98, -9450, 418040, 89040
221947, -279, -1078, -461, -268730, 528290, 94500
221967, -366, -1109, -500, -179550, 243040, 495670
221987, -314, -1025, -310, 40950, 234570, 383320
222007, -190, -724, -71, 129430, 339500, 153580
222027, -364, -1278, -431, -4340, 271600, 219800
222047, -621, -1522, -330, 66640, 31850, 413140
222067, -655, -1513, -80, 291690, -172830, 340970
222087, -857, -1657, -531, 118090, -417270, 70350
222107, -970, -1900, -995, 6510, -851200, -36820
222127, -931, -1676, -771, 258790, -1177470, -203980
222147, -883, -1703, -963, 152810, -1040760, -505890
222167, -644, -1440, -707, 8540, -890050, -713160
222187, -227, -1254, -634, 20650, -773780, -784840
222207, -135, -1302, -602, -171990, -471590, -670880
222227, -130, -1167, -482, -170660, -55230, -510370
222247, -414, -1155, -424, -111650, 285390, -354970
222267, -229, -829, -302, -67970, 510090, -245490
222287, -231, -641, -188, 8820, 500430, -199850
222307, -288, -476, -31, -25830, 559090, -183540
222327, -151, -323, 62, -76790, 565040, -171920
222347, -73, -363, -119, -97370, 391440, -103040
222367, -175, -511, -112, -197190, 352380, -27370
222387, -184, -561, -172, -288260, 464590, 4690
222407, -238, -809, -379, -350420, 491120, -30380
222427, -280, -1009, -324, -372960, 586460, -14280
222447, -891, -1673, -183, -410130, 715470, -81480
222467, -802, -1998, -512, -417200, 457240, -47810
222487, -360, -1988, -728, -542640, 121380, -204120
222507, -321, -1863, -606, -778120, 108360, -327600
222527, -467, -1831, -661, -698600, 80080, -106610
222547, -389, -1624, -575, -626220, 45780, 126210
222567, -160, -1281, -523, -634200, 28840, 128940
222587, -301, -1192, -455, -589260, 9100, 148960
222607, -400, -1605, -723, -493990, -21770, 339430
222627, -371, -1125, -182, -342860, 85610, 501060
222647, -319, -1465, -556, -110460, 328230, 520520
222667, -368, -1667, -632, -61740, 260050, 619080
222687, -618, -1678, -321, -118300, 260960, 787150
222707, -495, -1998, -541, 24500, 324170, 729890
222727, -669, -1904, -324, -121310, 131250, 747670
222747, -645, -1752, -357, -130830, -19810, 716870
222767, -494, -1398, -174, -121870, -207970, 554400
222787, -580, -1475, -259, 37100, -484540, 457310
222807, -889, -1709, -461, 179200, -840630, 380660
222827, -728, -1658, -1185, 177310, -1037820, 109760
222847, -737, -1292, -1178, 226800, -1115450, -204470
222867, -666, -1128, -851, 235900, -1029490, -432040
222887, -859, -833, -439, 217700, -789460, -520870
222907, -546, -487, -221, 106330, -697130, -648900
222927, -257, -428, -270, -177310, -564060, -761740
222947, -216, -695, -146, -435260, -386050, -782670
222967, -400, -640, -329, -617540, -338940, -554050
222987, -214, -566, -192, -531090, -418390, -303450
223007, -86, -453, -76, -447020, -376250, -297570
223027, -95, -601, -344, -566580, -419510, -167440
223047, -330, -1097, -375, -564270, -502320, 105630
223067, -373, -1124, -307, -252770, -590520, 220710
223087, -502, -1327, -492, -50820, -665980, 182350
223107, -502, -1881, -1101, 3500, -835170, 238140
223127, -711, -1998, -1105, 194600, -930510, 243250
223147, -838, -1998, -1123, 471170, -774130, 74760
223167, -916, -1998, -1218, 529550, -571620, -50400
223187, -783, -1998, -967, 599690, -464030, -91000
223207, -693, -1896, -762, 624540, -334250, -175000
223227, -559, -1355, -653, 584990, -268170, -220290
223247, -392, -1064, -545, 522620, -245700, -227570
223267, -374, -639, -178, 436730, -165690, -237580
223287, -193, -644, -105, 363860, -72380, -284060
223307, -138, -191, 73, 196420, -109690, -305550
223327, -372, -239, 80, 17570, -155960, -326270
223347, -205, -257, -21, -205660, -238770, -349790
223367, -177, -87, -57, -356440, -318290, -302540
223387, -94, -385, -328, -498400, -343840, -215950
223407, -267, -1342, -749, -701190, -352100, -26740
223427, -386, -1759, -896, -689430, -340270, 279440
223447, -221, -1060, -509, -463330, -186130, 482020
223467, -92, -579, -181, -383740, 188300, 300580
223487, -321, -780, -302, -371630, 453740, 150010
223507, -517, -1505, -736, -417410, 432600, 332640
223527, -421, -1002, -418, -431970, 402920, 464030
223547, -396, -752, -76, -314230, 559510, 287210
223567, -316, -939, -202, -301910, 649950, -67270
223587, -336, -1336, -443, -295050, 438970, 23170
223607, -376, -1375, -291, -90090, 260540, 88060
223627, -314, -993, -70, -9800, 116970, 127050
223647, -120, -843, -133, -144410, 5600, 71680
223667, -53, -689, -77, -83650, -176820, 132300
223687, -550, -1998, -536, 81550, -440090, 362880
223707, -1406, -1998, -916, 326830, -809410, 662690
223727, -1045, -1998, -1195, 307860, -838530, 491120
223747, -932, -1998, -1339, 343420, -805630, 119770
223767, -1113, -1998, -1118, 634270, -905240, 163730
223787, -816, -1943, -1076, 492800, -766430, 18830
223807, -550, -1555, -735, 543830, -658280, -253470
223827, -376, -982, -413, 543760, -535570, -358960
223847, -293, -494, -331, 426370, -472290, -423080
223867, -235, -269, -174, 311990, -424550, -403690
223887, -129, -140, -115, 185360, -445270, -357700
223907, -71, -18, -54, 84630, -431760, -315420
223927, 3, 135, 9, -31990, -212100, -273700
223947, 271, 278, -74, -102760, -119420, -217910
223967, -80, 156, 9, -223370, 19180, -124250
223987, -52, 285, 130, -396270, 248010, -32130
224007, -36, 324, 83, -477750, 178920, -770
224027, -33, 167, -44, -639030, 59920, 72170
224047, -348, -686, -386, -825860, 24780, 178640
224067, -1815, -1998, -1997, -1001000, 3150, 318710
224087, -46, -698, -296, -697900, -185010, 485170
224107, -68, -52, 611, -29610, 164850, -12530
224127, -172, -849, -440, -273910, 466340, -209440
224147, -953, -1998, -1169, -707350, -39130, 234010
224167, -574, -1487, -6, -451080, -373450, 601790
224187, -466, -1567, -493, -195580, -141190, 214200
224207, -353, -1725, -811, -566090, -207200, 29470
224227, -465, -1998, -708, -275240, -699720, 398370
224247, -382, -1675, -627, 102340, -545020, 317730
224267, -487, -1994, -751, 127890, -304430, 183540
224287, -607, -1943, -558, 310800, -333970, 191100
224307, -649, -1917, -649, 464730, -306600, 57260
224327, -703, -1689, -561, 400120, -318290, -133630
224347, -599, -1352, -475, 397460, -463120, -256130
224367, -573, -1243, -466, 320600, -552090, -412160
224387, -502, -1013, -377, 119350, -520380, -579180
224407, -264, -889, -359, 2800, -492450, -573860
224427, 129, -778, -569, -251440, -314090, -522690
224447, 30, -680, -342, -221830, -48020, -410410
224467, -39, -568, -260, -169400, 218680, -164360
224487, -75, -495, -396, -165760, 329980, 10010
224507, -429, -427, -142, -96810, 619150, 56350
224527, -597, -353, -80, -138670, 883120, -60690
224547, -281, -203, 77, -203980, 820190, -173950
224567, -569, -399, 147, -215530, 607320, -186130
224587, -626, -1084, 17, -330260, 423010, -219730
224607, -996, -1998, -649, -590030, 305270, -373310
224627, -252, -650, -88, -605080, -6720, -379260
224647, -165, -885, -16, -403760, -207270, -278320
224667, -680, -1940, -1046, -675430, -234570, -105350
224687, -574, -1676, -592, -772730, -416780, 222390
224707, -229, -1211, -258, -492520, -294630, 2380
224727, -399, -1170, -455, -427770, -312620, 100520
224747, -652, -1887, -688, -365960, -542920, 517650
224767, -657, -1767, -400, 39900, -636370, 526470
224787, -1024, -1998, -1017, 258930, -649460, 230930
224807, -1308, -1998, -1119, 324450, -901110, 138460
224827, -1688, -1998, -1052, 527310, -1075830, -114310
224847, -1219, -1998, -1269, 355740, -1079610, -552300
224867, -852, -1764, -798, 199920, -1113560, -848190
224887, -450, -1553, -755, 1260, -791420, -976290
224907, -314, -1339, -501, -168350, -395080, -871710
224927, -227, -1076, -476, -159390, 11130, -676130
224947, -321, -863, -229, -173600, 324310, -515480
224967, -260, -702, -213, -107170, 473410, -315280
224987, -253, -526, -179, -93520, 527170, -245910
225007, -300, -376, -174, -153300, 654850, -273070
225027, -369, -614, -192, -186060, 743750, -281680
225047, -539, -980, -223, -232260, 779730, -250740
225067, -761, -1946, -500, -242830, 793660, -364770
225087, -681, -1760, -448, -239190, 745570, -505260
225107, -493, -1014, -55, -109340, 520380, -507850
225127, -378, -1367, -65, 24150, 331170, -551530
225147, -695, -1998, -757, -230440, 330120, -664370
225167, -595, -1675, -321, -495040, 188020, -502180
225187, -251, -1112, -215, -294420, -8750, -432040
225207, -188, -1282, -333, -403340, 131880, -598290
225227, -494, -1869, -438, -634970, 213990, -475790
225247, -790, -1998, -709, -575750, 43610, -85750
225267, -555, -1998, -473, -763000, 51590, 53900
225287, -927, -1998, -452, -670880, -157430, 160160
225307, -1453, -1998, -914, -715190, -575400, 423710
225327, -1020, -1998, -855, -688660, -961520, 340620
225347, -274, -1998, -1324, -391510, -1299270, 367290
225367, -269, -1693, -969, 53550, -1017590, 507500
225387, -41, -1191, -940, 190540, -433860, 257740
225407, 151, -1071, -986, 238560, -111650, 224000
225427, -534, -596, -401, 312620, -77210, 231560
225447, -94, -241, -1074, 292320, -350070, 65030
225467, -343, -53, -831, -115710, -619640, -167930
225487, -165, 245, -650, -460600, -651350, -521500
225507, -210, 160, -425, -394100, -599760, -709030
225527, -404, -599, -202, -343910, -450520, -924350
225547, -961, -1998, -1146, -408170, -344540, -966350
225567, -701, -1311, -641, -746200, -820050, 53690
225587, -139, -1890, -927, -689010, -684740, 109200
225607, -72, -1006, -500, -812630, -110390, -221550
225627, -384, -1589, -777, -464380, -67270, 245630
225647, -625, -1714, -639, -292600, 116760, 506310
225667, -254, -885, -215, -216930, 500430, 335440
225687, -325, -1049, -325, -212660, 644630, 171920
225707, -329, -781, -115, -264460, 568540, 260540
225727, -288, -804, -128, -149030, 379400, 273630
225747, -237, -702, -14, -77420, 215040, 156310
225767, -291, -775, -35, 43470, 28070, 88900
225787, -446, -1055, -245, 106610, -235550, 129430
225807, -535, -1163, -371, 130480, -482160, 133140
225827, -525, -1106, -404, 179760, -614460, -32270
225847, -540, -1079, -472, 194810, -684950, -244510
225867, -570, -979, -494, 194110, -782180, -349230
225887, -533, -923, -490, 164640, -824670, -449540
225907, -386, -940, -564, 43400, -753970, -599410
225927, -145, -904, -528, -89880, -630280, -694470
225947, 6, -835, -418, -176610, -476000, -626570
225967, 41, -895, -452, -198520, -280490, -480760
