T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
397167, 552, -438, 776, 17010, 12530, -1540
397187, 533, -443, 794, 20370, 14210, -3500
397207, 522, -454, 824, 15400, 19530, -70
397227, 510, -436, 787, 9380, 30660, 2240
397247, 473, -430, 789, 4760, 44730, -280
397267, 465, -434, 779, 5110, 57820, -2450
397287, 413, -420, 754, 9730, 50120, -3780
397307, 455, -372, 717, 17500, 43750, -7140
397327, 456, -351, 762, 29750, 48510, -9310
397347, 419, -292, 797, 46060, 61320, -7000
397367, 433, -323, 798, 64680, 66430, -2380
397387, 435, -257, 822, 81200, 47460, 630
397407, 382, -259, 869, 91490, 50750, 7420
397427, 340, -240, 990, 101010, 67690, 14770
397447, 318, -210, 948, 102690, 81340, 18970
397467, 189, -211, 1001, 73150, 71190, 47040
397487, 111, -328, 1010, 61600, 88410, 54880
397507, 198, -242, 947, 68670, 77210, 44590
397527, 163, -204, 1002, 77140, 59080, 22470
397547, 120, -163, 1126, 80150, 50750, 16590
397567, 153, -89, 1179, 76650, 55020, 11760
397587, 165, -48, 1091, 58520, 41510, 7210
397607, 144, -83, 1029, 38920, 22050, 7280
397627, 143, -88, 1008, 29540, 9380, 8680
397647, 149, -72, 1045, 31010, -5390, 7630
397667, 155, -62, 1058, 32340, -9100, 3430
397687, 152, -66, 1043, 24990, -2590, -140
397707, 115, -86, 1023, 9870, -2520, 3290
397727, -134, -69, 1346, -1820, 55440, 6090
397747, -60, -145, 1245, 43120, -6440, 11060
397767, 245, 535, 1034, 32760, -36120, -6230
397787, 138, -65, 1015, -7490, -2240, -6580
397807, 194, -21, 1112, -280, -4970, -3150
397827, 194, -19, 1082, 13370, -27370, 3710
397847, 199, -22, 1083, 8960, -24430, 6300
397867, 203, -13, 1061, -1820, -14980, 5530
397887, -119, -568, 1325, -9380, 18620, 11270
397907, -12, -56, 1152, 44590, 59010, 34300
397927, -11, -48, 1297, 38850, -33530, 10290
397947, 160, 9, 952, -28210, -840, -8050
397967, 250, 36, 1146, -36400, 28280, -3920
397987, 142, -37, 1106, 770, -16590, 3850
398007, 211, -42, 969, 2100, -24080, 10710
398027, 165, -72, 943, -3780, -17080, 8120
398047, 137, -63, 984, -4690, -17360, 8330
398067, 169, -38, 984, -4270, -19600, 5250
398087, 168, -40, 991, -3010, -22610, 4970
398107, 189, -46, 1013, 1050, -24500, 7350
398127, 188, -36, 1000, 4410, -26880, 5390
398147, 240, -50, 971, 4410, -24850, 3570
398167, 255, -35, 970, 3710, -24220, 4200
398187, 249, -22, 984, 7980, -21560, 4690
398207, 214, -49, 1000, 12040, -18410, 5950
398227, 227, -94, 991, 16730, -16520, 7210
398247, 10, -209, 1278, 24430, -7840, 5110
398267, 249, -43, 1023, 43890, 11970, 4550
398287, 210, 48, 1052, 49350, 14910, -2380
398307, 177, 31, 1055, 18690, 5320, -3360
398327, 251, 47, 1028, 9100, -1400, -7840
