T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
233115, 78, 32, 1132, -4900, -11690, -22540
233135, 39, 100, 1181, -18550, -23240, -20790
233155, 24, 166, 1091, -26600, -37170, -30240
233175, 28, 190, 1072, -23940, -39900, -30450
233195, 88, 104, 1014, -24990, -37870, -16520
233215, 146, 85, 1023, -18970, -29470, 3220
233235, 108, 136, 955, -10500, -21210, 22540
233255, 138, 158, 882, 420, -20370, 28560
233275, 188, 73, 874, 10990, -11270, 35070
233295, 173, 44, 857, 8400, -3780, 43050
233315, 184, 8, 863, 12530, 4060, 46690
233335, 139, 17, 947, 16450, 14000, 44730
233355, 149, 38, 935, 20650, 31990, 39620
233375, 149, 76, 837, 25410, 37310, 37030
233395, 97, 114, 857, 26110, 35840, 35910
233415, 115, 84, 808, 38010, 42350, 40810
233435, 142, 57, 685, 31080, 55580, 48580
233455, 134, -10, 648, 22750, 56420, 56140
233475, 108, 8, 736, 20300, 50680, 66430
233495, 1, 55, 884, 14070, 84280, 50190
233515, -75, 54, 989, -17080, 73920, 49420
233535, -73, -183, 1183, -62300, 23590, 70070
233555, 214, -235, 1018, -107730, -39900, 87850
233575, -287, 443, 1030, -127470, -127120, 112210
233595, -58, 40, 937, -98000, 2800, -10150
233615, -190, -135, 1059, -84700, 43400, 11130
233635, -186, -77, 1283, -91770, 74060, 37380
233655, -55, -155, 1109, -161210, 50750, 54880
233675, -61, -316, 1007, -201320, 10920, 27580
233695, 27, -436, 901, -204750, -20930, 24500
233715, -122, -296, 1033, -172200, -22190, 26040
233735, -319, -174, 1081, -123690, -1750, 12530
233755, -192, -192, 858, -104020, -9100, 15890
233775, -264, -146, 1000, -132370, -54110, 36120
233795, -142, -543, 1090, -135100, -56140, 24640
233815, -65, -757, 978, -189560, -102900, 49560
233835, 5, -478, 885, -217560, -135170, 53410
233855, 72, -1074, 824, -201670, -132440, 34370
233875, 130, -1087, 697, -179340, -130550, 51730
233895, 72, -1199, 661, -128240, -98420, 56280
233915, 55, -1146, 732, -77070, -88480, 51100
233935, 84, -542, 668, -35490, -79380, 51590
233955, 41, -711, 531, -12810, -61180, 30940
233975, 40, -783, 523, -25340, -40460, 6860
233995, 4, -411, 705, -42140, -38990, 23940
234015, 289, -750, 577, -52010, -41790, 29190
234035, 196, -919, 554, -52780, -47180, 34300
234055, 212, -977, 581, -50750, -36890, 30870
234075, 190, -907, 528, -36330, -33810, 27580
234095, 165, -972, 529, -11690, -27370, 23310
234115, 178, -891, 440, 210, -28140, 19110
234135, 118, -566, 601, 2380, -30310, 23100
234155, -202, -895, 525, 23380, -24360, 34090
234175, 178, -1031, 559, 1400, -15750, -210
234195, 131, -1139, 490, -8680, -19320, 29610
234215, 129, -1016, 542, -25900, -22330, 15890
234235, 90, -862, 578, -32270, -19950, 10150
234255, 102, -856, 524, -22610, -18060, 3710
234275, -303, -642, 757, -10360, -18690, 6790
234295, 121, -781, 525, -25970, -100170, 10150
234315, 131, -705, 605, -33460, -121590, 18130
234335, 37, -810, 751, -24850, -23590, 25340
234355, 109, -914, 632, 5880, -17360, 36750
234375, 119, -897, 630, 34230, -49420, 40740
234395, 79, -681, 527, 34300, -33670, 38430
234415, 185, -974, 316, 37870, -19250, 34650
234435, 228, -929, 504, 23170, -16800, 40670
234455, 196, -1015, 375, -11970, -22680, 38220
234475, 174, -1040, 467, -19180, -27020, 30170
234495, 20, -733, 596, -16730, -22890, 25060
234515, 102, -811, 559, -9730, -18410, 21770
234535, 45, -834, 526, -10710, -15890, 26180
234555, 79, -889, 566, -16450, -16240, 23450
234575, 72, -899, 546, -16240, -21070, 30450
234595, 77, -1034, 489, -2730, -20650, 30100
234615, 12, -901, 569, 2030, -16940, 28350
234635, -17, -1216, 343, 11270, -18760, 37660
