T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
143275, -181, -55, 1075, 10360, 1750, -23660
143295, -211, -70, 1062, 9100, 3010, -21000
143315, -193, -48, 1066, 8610, 1400, -19530
143335, -223, -75, 1052, 9520, -11480, -12950
143355, -233, -82, 1035, 6860, -3290, -16450
143375, -198, -61, 989, 10150, -9660, -13230
143395, -227, -64, 995, 8120, -4340, -12600
143415, -230, -66, 1007, -2450, 13790, -14000
143435, -238, -76, 1008, -11410, 14070, -12180
143455, -221, -70, 1024, -15470, 9660, -9450
143475, -208, -70, 1001, -15750, 8330, -7840
143495, -224, -65, 1007, -11130, 12250, -4690
143515, -222, -64, 986, -7490, 18760, -1960
143535, -198, -68, 975, -8890, 11970, 3500
143555, -216, -71, 980, -12880, 14770, 7770
143575, -216, -70, 961, -17780, 22470, 7700
143595, -240, -70, 934, -11620, 18130, 5810
143615, -230, -68, 946, -6930, 13230, 4900
143635, -217, -60, 996, -7910, 8890, 5110
143655, -228, -69, 968, -8470, 6720, 3150
143675, -258, -72, 1042, -3430, 1960, 2030
143695, -263, -81, 1029, -5180, 7700, 630
143715, -267, -85, 1050, -1610, 4480, 1050
143735, -271, -96, 1040, -70, -3290, 2870
143755, -284, -100, 1023, 2590, -4410, 3990
143775, -275, -96, 1006, 5740, -9590, 4620
143795, -283, -89, 1011, 6160, -12320, 4970
143815, -255, -80, 975, 5530, -10220, 6300
143835, -263, -71, 1004, 6090, -7630, 8470
143855, -259, -73, 1007, 4270, -4830, 8820
143875, -260, -63, 1000, 1610, -4620, 7910
143895, -258, -49, 981, 2450, -7000, 7000
143915, -236, -35, 959, 3640, -7420, 5810
143935, -239, -36, 981, 3150, -9800, 4340
143955, -246, -38, 996, -2170, -3570, 70
143975, -271, -41, 1004, -2590, -3150, -1960
143995, -272, -36, 1009, -1610, -6230, -1890
144015, -254, -29, 1022, -490, -11620, -700
144035, -240, -22, 1007, 1540, -19950, -350
144055, -225, -7, 1010, 3430, -21140, -2170
144075, -223, -1, 1028, 4200, -20860, -4480
144095, -226, 5, 1018, 5740, -24010, -5740
144115, -198, 13, 978, 8680, -30310, -7140
144135, -219, 13, 986, 9380, -31640, -8260
144155, -205, 13, 1002, 7000, -24710, -10990
144175, -233, -1, 1029, 3850, -21700, -13090
144195, -239, 0, 1092, 2520, -15680, -13160
144215, -249, -26, 1142, 3360, -16030, -13020
144235, -216, -7, 1151, 12320, -31080, -11270
144255, -202, 16, 1147, 16660, -43610, -14630
144275, -156, 55, 1093, 21910, -53620, -17080
144295, -192, 60, 1055, 22470, -39340, -18270
144315, -235, 57, 1051, 19250, -10430, -20090
144335, -194, 70, 1003, 18200, 11340, -20860
144355, -178, 93, 922, 14420, 21070, -16940
144375, -297, 145, 527, 14000, 21280, -18270
144395, -86, 153, 473, -4620, -28840, -49630
144415, -25, -8, 25, -65800, -65450, -169540
144435, -31, -17, 22, -121800, -68320, -184520
144455, -35, -39, 12, -114730, -126210, -157710
144475, -31, -90, -30, -77350, -138950, -167510
144495, 28, -684, -427, -5880, -139510, -203280
144515, -937, 1684, -1907, 245070, -83230, -318500
144535, -435, 1997, -1668, 1435980, 12040, -786520
144555, -602, 1997, -987, 2249450, -223930, -1092980
144575, -1669, 1959, -1486, 780850, -330050, -114730
144595, -881, 35, -651, -1725220, -230370, 1332450
144615, -1998, 1997, -1463, -410760, -758100, 805350
144635, -645, 1997, -1473, 1180900, -1643180, -1121890
144655, 62, 932, -815, 217070, -2015370, -1726130
144675, -27, 944, -337, -363650, -1330700, -512540
144695, -473, 1591, 388, 361760, -498750, 688310
144715, -589, 1997, -641, 801430, -195020, 866880
144735, -2, 1997, -1921, -29120, -602560, 91140
144755, 129, 1662, -1018, -1560440, -1089410, -654500
144775, -104, 1888, -258, -768670, -708400, -248850
144795, -222, 1072, 88, 729260, -179130, 241430
144815, -179, 313, -129, -358330, -395080, 130270
144835, -161, 232, -152, -751800, -516950, 104230
144855, -172, 231, -166, -786660, -553420, 133630
144875, -169, 161, -189, -765520, -567070, 178780
144895, -131, 19, -190, -692160, -563430, 202230
144915, -60, -294, -436, -474670, -524790, 136920
144935, -316, 134, -353, 111230, -456960, -165480
144955, -651, 1049, -569, 811440, -468720, -651980
144975, -436, 1982, -483, 999180, -630280, -1030400
144995, -15, 1997, -935, 416290, -703920, -909930
145015, -376, 1806, -620, -536900, -309260, 148260
145035, -445, 926, -109, -573440, -24780, 808990
145055, -815, 1997, -465, 143920, -403830, -45220
145075, -9, 1997, -961, 41860, -952910, -1164730
145095, 41, 1830, -853, -623280, -792680, -928480
145115, -206, 1412, -371, -475580, -128940, 149520
145135, -385, 1264, 73, -14070, 213850, 612500
145155, -368, 1997, -340, 21630, -63630, 2170
145175, 213, 1997, -848, -455560, -539560, -918120
145195, 65, 1442, -673, -741790, -438690, -921200
145215, -169, 983, -292, -298060, 104510, -175560
145235, -209, 461, -18, 83580, 471380, 344610
145255, -173, 229, 37, 54670, 478730, 300860
145275, -141, 197, 19, -72030, 282870, -77630
145295, -136, 275, -33, -131530, 96250, -457870
145315, -111, 821, -240, -134330, 20650, -664020
145335, -7, 1067, -385, -96110, 41370, -708050
145355, -106, 436, -145, 11690, 218330, -438340
145375, -145, 310, -110, 61950, 472150, 39340
145395, -213, 808, -208, -16310, 578200, 260120
145415, -240, 1116, -368, -151690, 599550, 328720
145435, -187, 1154, -466, -385630, 588980, 375060
145455, -164, 1456, -490, -497770, 551110, 316190
145475, -195, 1921, -440, -264180, 531160, 162750
145495, -183, 1997, -468, -4550, 550060, 72730
145515, -103, 1949, -675, -228830, 538510, 66080
145535, -87, 1832, -734, -720860, 471870, 15750
