T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
41835, -170, 1997, -565, 600670, 171360, -423780
41855, -153, 1632, -584, 202510, 150010, -335580
41875, -204, 1483, -449, 191100, 221760, -236670
41895, -214, 1334, -285, 533470, 331030, -167160
41915, -176, 1108, -177, 684390, 377230, -118580
41935, -128, 883, -181, 502320, 348950, -85820
41955, -96, 732, -220, 208740, 307090, -53900
41975, -105, 648, -229, 24150, 309610, 1120
41995, -136, 589, -196, -7350, 365120, 83090
42015, -165, 525, -144, 26040, 446810, 177030
42035, -183, 516, -101, 21490, 509460, 246120
42055, -190, 622, -83, -63770, 520590, 254520
42075, -151, 820, -156, -434840, 341390, -5530
42095, -107, 1086, -310, -597730, 206150, -256690
42115, -96, 1396, -466, -584220, 169400, -438060
42135, -157, 1745, -510, -400960, 272650, -425390
42155, -240, 1922, -441, -280000, 405720, -292600
42175, -271, 1997, -475, -352730, 400540, -336630
42195, -303, 1997, -728, -326340, 282310, -647430
42215, -265, 1997, -765, -53340, 273980, -824110
42235, -286, 1997, -620, 65170, 412230, -626220
42255, -335, 1997, -603, -52710, 489860, -473830
42275, -384, 1997, -662, 108150, 456750, -611170
42295, -302, 1997, -526, 455980, 446670, -684250
42315, -230, 1753, -430, 469420, 484540, -512120
42335, -212, 1359, -442, 224630, 529550, -292460
42355, -229, 1199, -446, 149800, 578410, -174370
42375, -258, 1111, -355, 311430, 644840, -109620
42395, -247, 858, -198, 431270, 698950, -35140
42415, -207, 575, -109, 338240, 700630, 24850
42435, -162, 395, -84, 116830, 651350, 30450
42455, -132, 371, -97, -90720, 585760, -8540
42475, -127, 508, -147, -236670, 530390, -62930
42495, -123, 651, -228, -335370, 491260, -116480
42515, -130, 657, -251, -381430, 475790, -158130
42535, -157, 621, -226, -343350, 491820, -181860
42555, -199, 707, -209, -240870, 515340, -211680
42575, -245, 894, -208, -127750, 511350, -280560
42595, -275, 1181, -264, -34300, 464730, -404810
42615, -258, 1573, -404, 30660, 391860, -555240
42635, -231, 1845, -526, 78750, 350560, -632870
42655, -265, 1980, -571, 134960, 396410, -542360
42675, -327, 1997, -564, 213010, 502320, -342370
42695, -352, 1997, -595, 317940, 564200, -235200
42715, -290, 1997, -647, 441700, 532560, -294560
42735, -257, 1997, -641, 484960, 487480, -327250
42755, -288, 1997, -604, 379540, 525700, -165690
42775, -312, 1945, -547, 279860, 615580, 51800
42795, -307, 1954, -475, 328580, 669480, 133630
42815, -271, 1896, -440, 396760, 669130, 114520
42835, -249, 1670, -476, 281960, 642530, 115290
42855, -248, 1413, -469, 31710, 625730, 169750
42875, -250, 1140, -371, -128800, 639240, 234570
42895, -226, 840, -239, -128520, 664860, 256200
42915, -179, 543, -136, -94220, 658700, 206360
42935, -125, 290, -70, -178990, 526540, -31920
42955, -99, 186, -48, -220780, 461510, -140630
42975, -96, 183, -51, -230790, 418460, -221830
42995, -112, 296, -93, -210070, 391300, -287070
43015, -133, 474, -177, -142100, 379120, -344260
43035, -162, 662, -250, 2240, 396270, -371420
43055, -192, 875, -280, 192360, 446040, -333060
43075, -224, 1119, -292, 335440, 501620, -234990
43095, -246, 1314, -314, 364770, 532910, -126630
43115, -252, 1526, -408, 312830, 527660, -66990
43135, -256, 1949, -561, 310450, 514710, -53900
43155, -297, 1997, -610, 411950, 548310, 7070
43175, -354, 1997, -587, 439810, 623980, 166460
43195, -332, 1997, -645, 256900, 656670, 294910
43215, -302, 1997, -723, 99260, 622930, 280910
43235, -334, 1997, -648, 136640, 618310, 257880
43255, -337, 1997, -566, 84000, 651630, 329420
43275, -275, 1862, -557, -153790, 630210, 359100
43295, -245, 1758, -516, -274680, 572180, 291760
43315, -252, 1671, -429, -222880, 546910, 231980
43335, -226, 1431, -362, -224210, 531020, 210070
43355, -165, 1088, -313, -342930, 475160, 158620
43375, -125, 814, -253, -421750, 400610, 60130
43395, -108, 584, -177, -374990, 355600, -31920
43415, -98, 384, -105, -274330, 342580, -85330
43435, -86, 239, -56, -199500, 334670, -113400
43455, -78, 184, -37, -161350, 317660, -137130
43475, -85, 259, -76, -136640, 294560, -162190
43495, -99, 493, -190, -100170, 274960, -184870
43515, -119, 723, -271, -10290, 277340, -191800
43535, -158, 901, -266, 168210, 325850, -146580
43555, -200, 1062, -225, 354900, 400890, -40390
43575, -225, 1214, -229, 421820, 448770, 74410
43595, -210, 1408, -342, 346430, 438760, 136150
43615, -196, 1792, -514, 238910, 388640, 127330
43635, -249, 1997, -591, 261030, 370930, 120190
43655, -345, 1997, -534, 401520, 440020, 221620
43675, -313, 1997, -592, 396760, 526260, 388360
43695, -240, 1997, -727, 168560, 500360, 412440
43715, -276, 1997, -662, 71050, 412720, 290570
43735, -329, 1997, -525, 175980, 424690, 290150
43755, -270, 1812, -477, 97300, 483140, 423920
43775, -203, 1567, -430, -175350, 373940, 338590
43795, -200, 1491, -352, -80920, 347270, 278600
43815, -212, 1319, -282, -92540, 341810, 294980
43835, -191, 1038, -241, -233310, 302330, 303660
43855, -147, 744, -196, -340900, 229740, 249830
43875, -105, 489, -131, -322000, 161910, 157920
43895, -75, 260, -57, -230510, 117390, 72660
43915, -60, 147, -13, -151480, 86730, 13090
43935, -55, 115, 0, -110880, 59010, -24080
43955, -62, 141, -5, -93030, 31010, -49770
43975, -91, 274, -43, -78820, 1890, -76370
43995, -130, 539, -126, -48230, -32900, -124530
44015, -160, 749, -177, 21770, -73080, -205940
44035, -176, 936, -207, 114310, -112210, -295260
44055, -176, 1108, -238, 170590, -144900, -349930
44075, -173, 1253, -279, 157010, -165200, -345800
44095, -193, 1411, -338, 108360, -171780, -302960
44115, -239, 1631, -398, 96110, -178500, -280980
44135, -282, 1991, -474, 148610, -210910, -334810
44155, -262, 1997, -573, 190750, -273630, -437710
44175, -228, 1997, -630, 138250, -315210, -467530
44195, -260, 1997, -606, 64890, -293230, -378000
44215, -311, 1997, -581, 79590, -272580, -321720
44235, -264, 1997, -615, 97440, -328300, -407750
44255, -203, 1997, -606, 20440, -393400, -490280
44275, -204, 1983, -500, -39690, -370650, -427700
44295, -226, 1777, -399, -15470, -310590, -322070
44315, -200, 1526, -359, -19390, -307510, -307020
44335, -152, 1182, -312, -96040, -346430, -348180
44355, -116, 770, -211, -152880, -355810, -347130
44375, -91, 397, -101, -135100, -322350, -291830
44395, -77, 225, -48, -88690, -286090, -235690
44415, -68, 216, -59, -60550, -271950, -208040
44435, -48, 355, -138, -48860, -270060, -194460
44455, -27, 473, -205, -26670, -256060, -163870
44475, -35, 443, -160, 57750, -189840, -69300
44495, -72, 613, -165, 210210, -70980, 86310
44515, -134, 903, -181, 344050, 34370, 216580
44535, -195, 1118, -168, 421890, 102340, 295050
44555, -201, 1312, -258, 421400, 108080, 291130
44575, -150, 1648, -467, 346570, 22750, 159880
44595, -112, 1997, -610, 311220, -78960, -4270
44615, -197, 1997, -529, 425670, -61390, 70
44635, -281, 1997, -410, 539420, 176260, 371420
44655, -223, 1997, -574, 364980, 78610, 226380
44675, -139, 1997, -741, 397950, -34790, 11340
44695, -170, 1997, -584, 567140, 30380, 89250
44715, -243, 1997, -389, 520310, 149240, 313320
44735, -196, 1637, -387, 331730, 125020, 309470
44755, -142, 1580, -432, 324660, 20860, 115850
44775, -114, 1543, -376, 455770, -13650, 17220
44795, -127, 1305, -250, 484260, 30310, 102130
44815, -139, 920, -145, 355250, 71470, 231210
44835, -122, 560, -83, 204330, 56770, 263620
44855, -85, 280, -40, 139440, 2170, 195370
44875, -67, 159, -15, 144620, -54040, 99330
44895, -59, 126, -12, 165200, -95620, 25690
44915, -60, 164, -7, 173810, -125440, -19110
44935, -76, 316, -17, 159600, -150780, -41300
44955, -98, 563, -50, 96740, -177170, -34720
44975, -119, 628, -107, -54390, -200690, 31150
44995, -173, 765, -204, -261310, -208950, 168000
45015, -243, 998, -324, -424900, -201110, 333760
45035, -274, 1126, -345, -483420, -181510, 490560
45055, -274, 1380, -301, -383810, -174300, 549920
45075, -272, 1936, -423, -214060, -236810, 414750
45095, -248, 1997, -709, -230230, -359730, 214060
45115, -323, 1997, -763, -426090, -389410, 268660
45135, -382, 1997, -525, -416990, -255010, 593740
45155, -372, 1997, -529, -185220, -167440, 737240
45175, -253, 1997, -769, -170310, -303660, 502180
45195, -218, 1997, -683, -344050, -443240, 336630
45215, -289, 1903, -394, -215180, -345800, 524300
45235, -326, 1710, -273, 78400, -193200, 716800
45255, -276, 1546, -390, 60690, -223020, 645190
45275, -174, 1269, -446, -159530, -373520, 456050
45295, -122, 1084, -333, -169260, -438270, 379120
45315, -133, 896, -177, 90720, -375760, 412440
45335, -146, 619, -71, 304850, -298620, 441840
45355, -138, 342, -32, 286720, -289590, 421050
45375, -125, 182, -31, 141120, -335720, 371000
45395, -124, 186, -45, 23940, -388710, 322490
45415, -161, 414, -81, -30380, -425810, 285950
45435, -209, 822, -200, -65030, -451990, 260890
45455, -236, 1027, -314, -143710, -478170, 259560
45475, -248, 1071, -345, -295260, -452130, 448070
45495, -259, 1201, -310, -188160, -401520, 531650
45515, -291, 1499, -325, -83580, -392630, 512680
