T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
287868, -173, -98, 1055, 10010, 33320, -15050
287888, -170, -48, 1059, 2240, 19320, -5530
287908, -172, -42, 996, 7910, 7280, 1890
287928, -186, -40, 1019, 11830, 7420, 2590
287948, -163, -30, 1081, 8050, 15190, 6790
287968, -170, -35, 1063, 5670, 8610, 7770
287988, -171, -26, 1100, 5390, -560, 11550
288008, -165, -14, 1154, 8610, -1610, 12110
288028, -179, -23, 1132, 15680, -16100, 9940
288048, -132, -20, 1113, 20650, -44870, 11340
288068, -70, 3, 1071, 24150, -70280, 11550
288088, -85, 18, 1025, 27370, -73430, 10920
288108, -103, 26, 1001, 25620, -44380, 10570
288128, -92, 39, 963, 17290, -17640, 10010
288148, -72, 41, 978, 9730, -7140, 9240
288168, -64, 56, 916, 4830, -1820, 6580
288188, -112, 50, 996, 840, 5880, 1610
288208, -134, 58, 963, 210, 31570, -4270
288228, -167, 46, 1001, 2870, 46830, -7700
288248, -145, 61, 1015, 4620, 47320, -8820
288268, -163, 60, 1035, 4480, 44520, -5390
288288, -205, 28, 1030, 4760, 45990, -1260
288308, -211, 69, 987, 6020, 41790, 2310
288328, -232, 63, 1002, -70, 39340, 6020
288348, -233, 54, 1043, 4620, 53970, 7000
288368, -265, 29, 1071, -2170, 47040, 10080
288388, -291, 24, 1060, -5320, 41300, 13440
288408, -296, 36, 1070, -4410, 36960, 15610
288428, -274, 57, 1035, 7700, 22400, 15820
288448, -290, 63, 1047, 8330, 14770, 14350
288468, -273, 77, 1070, 10220, 7420, 14630
288488, -263, 81, 1070, 14700, -5460, 14210
288508, -309, 67, 1091, 22750, -19600, 13020
288528, -270, 91, 918, 31080, -36540, 14980
288548, -274, 112, 798, 27510, -38570, 16450
288568, -264, 133, 887, 17220, -12390, 21980
288588, -235, 165, 947, 5390, 18830, 23450
288608, -260, 170, 923, 1120, 20230, 17640
288628, -292, 170, 872, 7910, -280, 12110
288648, -283, 190, 802, 15820, -26040, 7560
288668, -246, 214, 764, 16800, -43540, 1470
288688, -221, 229, 733, 12880, -48370, -8400
288708, -208, 214, 780, 11130, -37170, -20720
288728, -140, 234, 653, -9660, -53410, -26670
288748, -90, 169, 608, 3080, -89880, -49910
288768, -350, 176, 334, 67200, -139160, -71960
288788, -191, 213, -160, 149590, -376110, -117530
288808, 892, 1098, 214, 280700, -676900, -179270
288828, -191, 473, -777, -15820, -252420, -93170
288848, -567, 994, -889, -378560, 814170, 141820
288868, -928, 1903, -858, 424830, 1334620, 211680
288888, -978, 1749, -254, 992810, 1600620, 339780
288908, -539, 1522, -146, 751940, 1550640, 311150
288928, -238, 1997, -795, -41160, 1105860, -184030
288948, -486, 1997, -1337, -601440, 818580, -547540
288968, -825, 1985, -1175, -711060, 1120070, -57120
288988, -630, 1058, -645, -912800, 1460690, 553420
289008, -865, 1997, -588, -753270, 1330630, 128240
289028, -568, 1997, -248, 82040, 1061200, -749630
289048, -154, 1997, -629, 153300, 811440, -1074920
289068, -177, 1349, -975, -668850, 679280, -948780
289088, -723, 1536, -955, -820610, 876680, -708260
289108, -844, 1386, -562, -70, 1281000, -405300
289128, -674, 800, -216, 588140, 1509130, -143920
289148, -491, 499, -123, 522830, 1382150, -193550
289168, -381, 445, -95, 304710, 1089620, -469350
289188, -278, 483, -43, 196770, 871220, -649250
289208, -180, 362, -15, 109760, 752360, -652750
289228, -119, 225, -21, -60480, 673190, -553770
289248, -108, 316, -65, -274120, 612640, -437010
289268, -123, 737, -296, -428260, 565530, -368060
289288, -184, 883, -585, -502110, 594230, -231000
289308, -394, 1158, -650, -59430, 789740, -101640
289328, -563, 1524, -495, 562450, 987140, -8750
289348, -556, 1612, -212, 797510, 967890, -45920
289368, -384, 1859, -284, 525350, 704480, -250250
289388, -223, 1997, -752, 95760, 471590, -357070
289408, -474, 1997, -909, 4340, 603050, -3010
289428, -670, 1997, -595, 180950, 946400, 557970
289448, -511, 1807, -361, 193200, 1008770, 605220
289468, -326, 1997, -435, 131180, 721980, 83650
289488, -247, 1997, -545, 11760, 506380, -215670
289508, -339, 1528, -546, -266210, 551670, 44170
289528, -322, 948, -420, -507290, 653450, 388360
289548, -251, 629, -276, -488040, 653590, 416080
289568, -232, 644, -174, -239540, 585830, 193550
289588, -231, 810, -102, 11900, 492100, -69510
289608, -174, 905, -91, 65100, 377020, -244230
289628, -114, 778, -147, -100170, 268100, -288610
289648, -78, 569, -196, -316960, 213780, -217280
289668, -74, 392, -201, -391720, 227710, -100100
289688, -90, 326, -189, -291830, 287140, 2450
289708, -114, 313, -152, -90510, 363090, 71470
289728, -177, 663, -239, 122500, 429100, 112490
289748, -263, 1154, -262, 302960, 477330, 142730
289768, -322, 1517, -196, 432810, 502740, 167860
289788, -276, 1537, -255, 347760, 443170, 157360
289808, -191, 1436, -421, 57960, 299390, 96600
289828, -205, 1590, -507, -77140, 224420, 87290
289848, -333, 1872, -397, 113960, 310170, 210840
289868, -398, 1839, -256, 333200, 448700, 397740
289888, -316, 1743, -355, 236460, 445970, 455140
289908, -211, 1799, -532, -37380, 271950, 297080
289928, -234, 1845, -457, -77210, 148470, 147070
289948, -311, 1594, -260, 119070, 207970, 227990
289968, -291, 1188, -179, 163170, 289310, 410340
