T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
3624, -980, 1307, -551, -100380, 1211910, 1108870
3644, -810, 1200, -104, 288750, 1484630, 1049090
3664, -614, 1997, -64, 536130, 1229620, 245630
3684, -1, 1997, -709, 370930, 612570, -760270
3704, -149, 1452, -1027, -417550, 263340, -996170
3724, -342, 820, -915, -1142960, 492100, -356020
3744, -458, 607, -692, -1191750, 866810, 256620
3764, -736, 1069, -509, -710430, 1091440, 346710
3784, -916, 1806, -106, 129010, 970970, -515900
3804, -444, 1997, -215, 441770, 462840, -1037540
3824, 5, 1914, -826, -439320, 188930, -1063020
3844, -241, 1211, -864, -658140, 531650, -460180
3864, -545, 978, -634, -150780, 1039290, 134820
3884, -626, 931, -435, 274680, 1271340, 297010
3904, -636, 1045, -216, 487900, 1195250, 76790
3924, -504, 1383, -112, 530880, 892780, -351260
3944, -224, 1545, -224, 253120, 551600, -633150
3964, -83, 1118, -410, -268380, 415450, -500640
3984, -169, 745, -454, -612010, 510230, -111930
4004, -246, 563, -423, -630070, 655410, 183680
4024, -299, 558, -350, -447790, 754880, 278390
4044, -348, 612, -194, -125370, 782180, 169680
4064, -433, 818, -80, 219450, 683200, -129850
4084, -407, 1170, -51, 347270, 441490, -496720
4104, -223, 1441, -250, 157150, 161910, -747320
4124, -73, 1238, -498, -173670, 45710, -699230
4144, -157, 898, -429, -259140, 199920, -339010
4164, -284, 997, -372, 4410, 458010, 29470
4184, -370, 1228, -234, 346710, 594440, 141120
4204, -441, 1628, -229, 590170, 525490, -29820
4224, -233, 1992, -459, 552440, 271460, -337050
4244, -168, 1775, -610, 248640, 81760, -401170
4264, -262, 1331, -422, 84140, 201180, -25970
4284, -316, 1091, -220, 225400, 440510, 376390
4304, -367, 1338, -148, 375900, 505260, 428470
4324, -292, 1860, -329, 370650, 351890, 186690
4344, -156, 1803, -544, 162960, 94150, -107940
4364, -182, 1182, -381, -83790, 7630, -75740
