T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
207533, 45, 1636, -858, -863450, -161700, -674100
207553, -91, 1491, -705, -810950, 7770, -522480
207573, -287, 1401, -220, 112000, 351050, -187950
207593, -233, 1030, 1, 519470, 448700, -81480
207613, -140, 741, -77, 119280, 229530, -328090
207633, 0, 419, -98, -359940, -1960, -625870
207653, -29, 305, -139, -494410, -33530, -722610
207673, -19, 253, -184, -406070, 59010, -685370
207693, -51, 228, -147, -222250, 210350, -553630
207713, -84, 229, -106, -21700, 376880, -340550
207733, -119, 358, -96, 75880, 492030, -123480
207753, -202, 734, -163, 60690, 555100, 70490
207773, -414, 1180, -356, -108570, 588770, 294980
207793, -547, 1557, -722, -540820, 587090, 584080
207813, -238, 824, -477, -1139950, 465500, 772660
207833, -222, 1850, -685, -1236340, 207270, 595490
207853, -67, 1997, -654, -202510, -29050, 1470
207873, -364, 1997, -1089, 552300, -132790, -341880
207893, -556, 1742, -985, -379470, -4830, 148890
207913, -180, 1209, -434, -1304660, 94850, 712950
207933, -175, 1997, -388, -619010, -51170, 520380
207953, -117, 1997, -713, 282590, -263970, -34090
207973, -438, 1997, -907, -10010, -351820, -118020
207993, -467, 1227, -703, -799680, -183750, 454230
208013, -233, 1026, -198, -92470, -113540, 728140
208033, -215, 1484, -244, 298690, -385210, 122640
208053, -84, 1305, -436, -28350, -577570, -144200
208073, -121, 644, -313, -373100, -502180, 124320
208093, -128, 148, -103, -313880, -339710, 465360
208113, -102, 43, -42, -121940, -261310, 577430
208133, -80, -1, -11, 15190, -238700, 561820
208153, -75, -30, 8, 124810, -229530, 504770
208173, -100, -48, 32, 210350, -244790, 401730
208193, -193, 4, 73, 267750, -310100, 220990
208213, -362, 345, 35, 229460, -473970, -88760
208233, -461, 1202, -150, -29260, -731080, -491470
208253, -269, 1997, -782, -549920, -945630, -780010
208273, 61, 1790, -1138, -1129800, -926870, -684530
208293, -87, 1929, -684, -812700, -461580, 15050
208313, -440, 1967, 196, 301420, 58240, 613270
208333, -329, 1997, -610, 267820, -79730, 268240
208353, 51, 1997, -1503, -1062110, -629090, -490560
208373, -2, 1997, -867, -1334340, -519050, -348460
208393, -354, 1972, -87, -4480, 29890, 292530
208413, -275, 1997, -438, 328370, 171360, 413630
208433, -19, 1997, -1105, -849660, -235760, -87010
208453, 59, 1582, -825, -1379070, -409500, -317520
208473, -156, 1745, -316, -344400, -84840, -20160
208493, -247, 1301, 13, 459900, 214550, 293090
208513, -151, 901, -190, 15190, 145320, 264670
208533, -65, 571, -305, -758170, -124600, 12670
208553, 6, 284, -303, -1031800, -263340, -136640
208573, 26, 78, -215, -883610, -233870, -168350
208593, -5, 43, -110, -468790, -99610, -162610
208613, -27, 52, -61, -49070, 55580, -141470
208633, -39, 65, -39, 176190, 153020, -118790
208653, -43, 80, -38, 270340, 199360, -97440
208673, -40, 200, -112, 310170, 220780, -72170
208693, -21, 961, -521, 339780, 241500, -37100
208713, -255, 1997, -652, 441770, 322490, 62440
208733, -625, 1936, -276, 736330, 593880, 407470
208753, -364, 1629, -212, 745640, 841190, 740040
208773, -104, 1997, -1013, 315490, 572110, 286300
208793, -85, 1997, -988, 191520, 89880, -521850
208813, -594, 1997, -516, 456960, 220640, -292530
208833, -372, 1196, -296, 404810, 744520, 655830
208853, -218, 1641, -497, 2310, 816480, 820050
208873, -71, 1997, -708, 540680, 289100, -197540
208893, -350, 1997, -706, 264180, 442610, 194110
208913, -361, 1502, -589, -438200, 618590, 703710
208933, -179, 1028, -426, -450730, 529060, 608230
208953, -157, 1220, -321, 193620, 378070, 195720
208973, -130, 1092, -111, 487480, 278530, -33600
208993, -106, 573, -51, 181370, 207480, -22680
209013, -62, 207, -38, -236390, 154000, 61390
209033, -49, 129, -50, -427350, 108710, 99120
209053, -42, 85, -62, -466060, 83510, 112350
209073, -35, 81, -106, -440440, 75810, 114030
209093, -21, 64, -173, -332430, 92470, 96040
209113, -59, 140, -179, -60340, 151270, 48300
209133, -115, 321, -208, 340900, 228690, -27160
209153, -228, 822, -287, 674030, 263270, -108430
209173, -327, 1518, -225, 895440, 212730, -230160
209193, -211, 1997, -331, 771120, 28420, -413070
209213, -35, 1947, -707, 152810, -157080, -482930
209233, -71, 1878, -778, -176190, -88900, -259490
209253, -293, 1997, -514, 398020, 140490, -70
209273, -320, 1997, -367, 966350, 159810, -87500
209293, -63, 1997, -767, 586670, -119770, -434350
209313, -34, 1997, -859, -17640, -233870, -480900
209333, -221, 1997, -513, 291200, 1890, -137200
209353, -290, 1997, -235, 853300, 159390, 26880
209373, -146, 1871, -452, 647990, -21280, -206710
209393, -54, 1414, -608, 59640, -249970, -446810
209413, -61, 1127, -402, 910, -195790, -338520
209433, -117, 847, -139, 418040, -490, -89250
209453, -131, 527, -2, 654570, 88970, 29610
209473, -111, 289, 33, 533470, 23100, -14140
209493, -91, 176, 19, 281540, -106120, -115710
209513, -79, 147, 1, 85330, -212240, -188580
209533, -68, 176, -23, -31500, -276850, -221690
209553, -51, 354, -82, -106470, -309960, -223790
209573, -26, 818, -272, -168980, -316120, -186270
209593, -171, 962, -355, -246260, -265440, -28140
209613, -395, 1140, -377, -329070, -90510, 388430
209633, -447, 1142, -224, -355950, 117740, 857430
209653, -348, 1137, -124, -337680, 196350, 1067850
209673, -229, 1997, -555, -257880, 11970, 776090
209693, 178, 1997, -980, -223370, -393330, 73010
209713, -327, 1997, -817, -317240, -543130, -170380
