T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
56267, -96, -216, 997, 55860, -87360, 13230
56287, -62, -203, 1025, 49700, -70910, 8400
56307, -38, -183, 1101, 39970, -34300, 6790
56327, -18, -130, 1114, 34860, -2870, 7490
56347, -53, -132, 1030, 37730, -20580, 9380
56367, -76, -103, 1066, 32480, -38430, 10220
56387, -67, -71, 1053, 27930, -26460, 8680
56407, -8, -33, 1065, 28350, -18830, 6300
56427, -6, -38, 1034, 32410, -39690, 2590
56447, -34, -37, 1070, 35420, -39830, -980
56467, 12, -10, 1062, 30800, -39060, 1400
56487, 36, -4, 1009, 25060, -51660, 4970
56507, 13, -22, 1051, 17850, -36610, 6020
56527, 26, -16, 1106, 6440, -5530, 6930
56547, 63, 11, 1088, 4480, 9660, 4200
56567, 98, 39, 1016, 12390, 3990, -4060
56587, 100, 59, 1034, 17710, -6160, -17150
56607, 88, 52, 1034, 17430, 14560, -29820
56627, 41, 50, 1051, 17920, 40810, -41930
56647, -99, 2, 1037, 14490, 38290, -47810
56667, -111, -3, 1001, 4550, 33530, -42490
56687, -127, -19, 997, 1190, 28420, -31780
56707, -109, -7, 987, -7000, 19180, -13230
56727, -94, -4, 985, -20720, 10850, 3290
56747, -80, 2, 986, -19950, 14490, 11270
56767, -49, 27, 985, -19460, 9450, 15470
56787, -45, 44, 964, -17080, 3150, 14980
56807, -36, 65, 942, -15470, -3080, 13090
56827, -44, 79, 949, -14840, 1890, 11270
56847, -61, 57, 941, -17080, 12740, 6300
56867, -98, 40, 989, -20440, 9870, 1890
56887, -143, 0, 1010, -19600, 2730, -3360
56907, -141, -19, 1020, -12040, -7980, -350
56927, -103, -22, 996, -5740, -19390, 2240
56947, -131, -56, 1027, -4200, -14350, 3850
56967, -120, -72, 1028, -1190, -10430, 5530
56987, -106, -79, 1076, 3640, -18760, 7630
57007, -88, -81, 1105, 9380, -20160, 11690
57027, -62, -80, 1118, 11830, -10500, 14910
57047, -6, -55, 1111, 18550, -6230, 15190
57067, -51, -60, 1116, 25200, -9380, 13790
57087, -50, -45, 1097, 24080, -6440, 13440
57107, -33, -21, 1027, 19740, -8890, 11620
57127, -53, -7, 995, 10640, -980, 9940
57147, -64, 16, 933, 3780, 3780, 4830
57167, -39, 47, 848, 350, -3850, -910
57187, -51, 62, 812, -5390, -4620, -11620
57207, -57, 74, 782, -11060, 1680, -27650
57227, -142, 449, 583, 140, 2170, -43120
57247, 484, 916, 65, 116480, -7840, -17220
57267, 153, 285, -38, 212870, -112280, -98070
57287, -109, -23, -56, -61600, 336000, -61880
57307, -108, -21, -84, -144690, 591220, -70140
57327, -110, 281, -404, -64400, 599690, -129220
57347, -312, 1980, -991, 118790, 663530, -127540
57367, -1090, 1997, -842, 668990, 963060, 155330
57387, -1079, 1742, -461, 778960, 1432340, 904470
57407, -233, 1523, -702, -323260, 1337420, 969290
57427, -222, 1997, -1125, -653870, 695100, -118580
57447, -863, 1997, -862, 243040, 648760, -454370
57467, -443, 1785, -1105, -165200, 1018010, 430010
57487, -168, 1677, -922, -1447460, 829640, 581630
57507, -400, 1949, -173, -799610, 517300, -117600
57527, -272, 1997, -584, 344890, 569240, -331310
57547, -9, 1687, -969, -400820, 534030, -88480
57567, -162, 1264, -728, -1510040, 314790, -143920
57587, -346, 1557, -376, -845880, 364840, -340830
57607, -269, 921, 92, 332010, 585130, -323610
57627, -92, 293, 41, 350000, 550130, -272160
57647, -35, 99, 25, -228620, 313390, -401590
57667, -23, 72, 1, -518490, 171500, -533960
57687, -29, 58, -17, -552720, 149940, -585760
57707, -20, 155, -106, -514920, 171780, -605220
57727, 10, 440, -339, -433440, 219660, -606130
57747, -149, 175, -87, -84280, 584430, -96110
57767, -194, 504, -136, -61040, 687540, 178640
57787, -417, 1078, -234, -238840, 691950, 409080
57807, -751, 1664, -635, -767270, 625030, 743120
57827, -723, 1417, -875, -1444450, 377230, 930860
57847, -245, 1020, -603, -1276870, 12740, 603610
57867, -293, 1997, -846, 84700, -229180, -181020
57887, -400, 1997, -968, 485100, -271320, -344330
57907, -942, 1997, -1166, -757260, -64050, 588980
57927, -381, 1028, -419, -1177890, -31360, 1184330
57947, -376, 1997, -524, -86520, -323470, 569520
57967, -173, 1997, -953, 318780, -646030, -154000
57987, -600, 1997, -866, -303590, -539770, 278390
58007, -718, 1461, -340, -401100, -110040, 1232700
58027, -404, 1165, -48, 106750, -29330, 1252230
58047, -361, 1658, -395, 314860, -438900, 363790
58067, -141, 1142, -607, -43120, -812490, -232820
58087, -20, 497, -296, -178850, -714210, -2520
58107, -19, 113, -22, 204330, -390600, 438550
58127, -18, 94, 2, 511770, -202580, 583800
58147, -48, 120, 30, 584220, -150220, 558880
58167, -187, 226, 193, 590520, -139160, 500150
58187, -229, 231, 102, 484680, -219870, 358190
58207, -206, 189, -52, 118370, -468090, 87360
58227, -208, 274, -85, -219660, -667170, -81970
58247, -342, 1164, -256, -388920, -742000, -99610
58267, -469, 1682, -818, -610540, -795270, -22330
58287, -455, 1211, -629, -942620, -766150, 371490
58307, -284, 1174, -152, -678370, -540890, 962920
58327, -517, 1995, -195, 133700, -375480, 1028020
58347, -449, 1997, -1033, 295260, -601580, 438410
58367, -286, 1996, -1052, -497770, -906080, 138740
58387, -278, 1997, -370, -548800, -670670, 742280
58407, -500, 1997, -147, 553910, -202300, 1208480
58427, -315, 1997, -1050, 709520, -263340, 774410
